venue,innings,bowler,economy
Arun Jaitley Stadium,1,A Kumble,8.0
Arun Jaitley Stadium,1,A Mishra,4.0
Arun Jaitley Stadium,1,A Mithun,11.142857142857142
Arun Jaitley Stadium,1,A Nehra,9.120000000000001
Arun Jaitley Stadium,1,A Singh,9.428571428571429
Arun Jaitley Stadium,1,AA Chavan,6.5
Arun Jaitley Stadium,1,AB Agarkar,15.0
Arun Jaitley Stadium,1,AB Dinda,7.6875
Arun Jaitley Stadium,1,AC Thomas,5.666666666666666
Arun Jaitley Stadium,1,AC Voges,7.714285714285715
Arun Jaitley Stadium,1,AD Russell,5.842105263157895
Arun Jaitley Stadium,1,AG Murtaza,5.0
Arun Jaitley Stadium,1,AR Patel,4.7368421052631575
Arun Jaitley Stadium,1,Anand Rajan,1.0
Arun Jaitley Stadium,1,Avesh Khan,8.666666666666666
Arun Jaitley Stadium,1,B Geeves,12.0
Arun Jaitley Stadium,1,B Kumar,5.142857142857142
Arun Jaitley Stadium,1,B Lee,8.5
Arun Jaitley Stadium,1,BA Stokes,14.0
Arun Jaitley Stadium,1,BB Sran,7.714285714285715
Arun Jaitley Stadium,1,BE Hendricks,11.5
Arun Jaitley Stadium,1,BW Hilfenhaus,7.846153846153847
Arun Jaitley Stadium,1,Bipul Sharma,6.0
Arun Jaitley Stadium,1,CH Gayle,8.0
Arun Jaitley Stadium,1,CH Morris,9.142857142857142
Arun Jaitley Stadium,1,CK Langeveldt,10.615384615384615
Arun Jaitley Stadium,1,CR Brathwaite,14.0
Arun Jaitley Stadium,1,CR Woakes,9.0
Arun Jaitley Stadium,1,D Wiese,3.4285714285714284
Arun Jaitley Stadium,1,DJ Hooda,5.0
Arun Jaitley Stadium,1,DJ Hussey,6.0
Arun Jaitley Stadium,1,DL Chahar,5.846153846153846
Arun Jaitley Stadium,1,DP Nannes,6.959999999999999
Arun Jaitley Stadium,1,DP Vijaykumar,5.0
Arun Jaitley Stadium,1,DS Kulkarni,10.25
Arun Jaitley Stadium,1,DW Steyn,4.604651162790698
Arun Jaitley Stadium,1,GD McGrath,5.225806451612903
Arun Jaitley Stadium,1,HH Pandya,10.0
Arun Jaitley Stadium,1,HV Patel,5.0
Arun Jaitley Stadium,1,Harbhajan Singh,7.135135135135135
Arun Jaitley Stadium,1,Harmeet Singh,10.0
Arun Jaitley Stadium,1,I Sharma,7.216216216216216
Arun Jaitley Stadium,1,IC Pandey,8.666666666666666
Arun Jaitley Stadium,1,IK Pathan,6.243243243243244
Arun Jaitley Stadium,1,J Yadav,7.0
Arun Jaitley Stadium,1,JA Morkel,8.076923076923077
Arun Jaitley Stadium,1,JC Archer,5.0
Arun Jaitley Stadium,1,JD Unadkat,6.666666666666667
Arun Jaitley Stadium,1,JH Kallis,6.5
Arun Jaitley Stadium,1,JJ Bumrah,9.120000000000001
Arun Jaitley Stadium,1,JO Holder,8.307692307692307
Arun Jaitley Stadium,1,JP Duminy,3.0
Arun Jaitley Stadium,1,JP Faulkner,3.8
Arun Jaitley Stadium,1,Joginder Sharma,10.615384615384615
Arun Jaitley Stadium,1,K Gowtham,11.0
Arun Jaitley Stadium,1,K Rabada,8.25
Arun Jaitley Stadium,1,KH Pandya,6.9230769230769225
Arun Jaitley Stadium,1,KK Cooper,7.0
Arun Jaitley Stadium,1,KMA Paul,13.714285714285714
Arun Jaitley Stadium,1,KP Pietersen,7.0
Arun Jaitley Stadium,1,KV Sharma,12.0
Arun Jaitley Stadium,1,KW Richardson,7.0
Arun Jaitley Stadium,1,Kuldeep Yadav,9.5
Arun Jaitley Stadium,1,L Ablish,12.0
Arun Jaitley Stadium,1,L Balaji,5.0
Arun Jaitley Stadium,1,L Ngidi,4.0
Arun Jaitley Stadium,1,LE Plunkett,6.0
Arun Jaitley Stadium,1,M Morkel,7.069767441860465
Arun Jaitley Stadium,1,MA Starc,4.153846153846153
Arun Jaitley Stadium,1,MC Henriques,15.0
Arun Jaitley Stadium,1,MF Maharoof,8.25
Arun Jaitley Stadium,1,MG Johnson,7.0
Arun Jaitley Stadium,1,MJ McClenaghan,6.230769230769232
Arun Jaitley Stadium,1,MM Patel,11.5
Arun Jaitley Stadium,1,MM Sharma,6.666666666666667
Arun Jaitley Stadium,1,MS Gony,8.0
Arun Jaitley Stadium,1,Mohammad Nabi,6.333333333333334
Arun Jaitley Stadium,1,Mohammed Shami,10.8
Arun Jaitley Stadium,1,Mustafizur Rahman,5.0
Arun Jaitley Stadium,1,NA Saini,11.0
Arun Jaitley Stadium,1,NLTC Perera,9.0
Arun Jaitley Stadium,1,NM Coulter-Nile,6.947368421052632
Arun Jaitley Stadium,1,P Awana,4.0
Arun Jaitley Stadium,1,P Kumar,9.3
Arun Jaitley Stadium,1,P Negi,10.0
Arun Jaitley Stadium,1,P Parameswaran,8.5
Arun Jaitley Stadium,1,PJ Cummins,9.84
Arun Jaitley Stadium,1,PJ Sangwan,13.5
Arun Jaitley Stadium,1,PM Sarvesh Kumar,6.857142857142857
Arun Jaitley Stadium,1,PP Chawla,7.333333333333334
Arun Jaitley Stadium,1,PV Tambe,6.5
Arun Jaitley Stadium,1,Pankaj Singh,5.5
Arun Jaitley Stadium,1,R Ashwin,10.0
Arun Jaitley Stadium,1,R Shukla,6.0
Arun Jaitley Stadium,1,R Vinay Kumar,9.5
Arun Jaitley Stadium,1,RA Jadeja,6.0
Arun Jaitley Stadium,1,RE van der Merwe,5.0
Arun Jaitley Stadium,1,RJ Harris,6.5
Arun Jaitley Stadium,1,RP Singh,10.421052631578949
Arun Jaitley Stadium,1,RR Powar,5.368421052631579
Arun Jaitley Stadium,1,S Aravind,7.666666666666666
Arun Jaitley Stadium,1,S Gopal,14.0
Arun Jaitley Stadium,1,S Kaul,10.666666666666666
Arun Jaitley Stadium,1,S Ladda,11.0
Arun Jaitley Stadium,1,S Lamichhane,8.5
Arun Jaitley Stadium,1,S Nadeem,6.833333333333333
Arun Jaitley Stadium,1,S Narwal,6.0
Arun Jaitley Stadium,1,S Sreesanth,7.170731707317072
Arun Jaitley Stadium,1,SA Yadav,8.0
Arun Jaitley Stadium,1,SJ Srivastava,15.42857142857143
Arun Jaitley Stadium,1,SL Malinga,5.6
Arun Jaitley Stadium,1,SM Boland,9.0
Arun Jaitley Stadium,1,SN Thakur,9.5
Arun Jaitley Stadium,1,SP Narine,5.510204081632653
Arun Jaitley Stadium,1,SR Watson,8.5
Arun Jaitley Stadium,1,SS Mundhe,5.142857142857142
Arun Jaitley Stadium,1,STR Binny,9.0
Arun Jaitley Stadium,1,SW Tait,13.0
Arun Jaitley Stadium,1,Sandeep Sharma,6.2666666666666675
Arun Jaitley Stadium,1,Shakib Al Hasan,3.3333333333333335
Arun Jaitley Stadium,1,Shivam Mavi,9.0
Arun Jaitley Stadium,1,TA Boult,6.315789473684211
Arun Jaitley Stadium,1,TG Southee,7.199999999999999
Arun Jaitley Stadium,1,UT Yadav,7.0534351145038165
Arun Jaitley Stadium,1,VR Aaron,8.399999999999999
Arun Jaitley Stadium,1,VRV Singh,22.0
Arun Jaitley Stadium,1,VS Malik,4.666666666666667
Arun Jaitley Stadium,1,VY Mahesh,17.0
Arun Jaitley Stadium,1,Washington Sundar,12.5
Arun Jaitley Stadium,1,Y Venugopal Rao,13.0
Arun Jaitley Stadium,1,YK Pathan,7.0
Arun Jaitley Stadium,1,YS Chahal,8.333333333333332
Arun Jaitley Stadium,1,Z Khan,7.448275862068966
Arun Jaitley Stadium,2,A Mishra,6.321428571428571
Arun Jaitley Stadium,2,A Nehra,6.428571428571429
Arun Jaitley Stadium,2,A Nel,12.0
Arun Jaitley Stadium,2,A Symonds,2.0
Arun Jaitley Stadium,2,AB Dinda,7.875
Arun Jaitley Stadium,2,AB McDonald,10.736842105263158
Arun Jaitley Stadium,2,AC Thomas,3.5
Arun Jaitley Stadium,2,AD Mathews,10.5
Arun Jaitley Stadium,2,AD Russell,7.0
Arun Jaitley Stadium,2,AJ Tye,6.9230769230769225
Arun Jaitley Stadium,2,AR Patel,7.741935483870968
Arun Jaitley Stadium,2,AS Rajpoot,4.5
Arun Jaitley Stadium,2,Anureet Singh,5.076923076923077
Arun Jaitley Stadium,2,Avesh Khan,10.25
Arun Jaitley Stadium,2,Azhar Mahmood,6.461538461538462
Arun Jaitley Stadium,2,B Kumar,6.75
Arun Jaitley Stadium,2,B Lee,4.153846153846153
Arun Jaitley Stadium,2,BB Sran,13.666666666666666
Arun Jaitley Stadium,2,Basil Thampi,9.230769230769232
Arun Jaitley Stadium,2,CH Morris,7.297297297297297
Arun Jaitley Stadium,2,CJ Dala,14.57142857142857
Arun Jaitley Stadium,2,CR Brathwaite,7.0
Arun Jaitley Stadium,2,DE Bollinger,9.0
Arun Jaitley Stadium,2,DJ Bravo,6.0
Arun Jaitley Stadium,2,DJ Hooda,8.0
Arun Jaitley Stadium,2,DJ Muthuswami,6.200000000000001
Arun Jaitley Stadium,2,DL Vettori,10.0
Arun Jaitley Stadium,2,DP Nannes,2.769230769230769
Arun Jaitley Stadium,2,DR Smith,10.0
Arun Jaitley Stadium,2,DS Kulkarni,5.666666666666666
Arun Jaitley Stadium,2,DT Christian,9.157894736842106
Arun Jaitley Stadium,2,DW Steyn,5.166666666666667
Arun Jaitley Stadium,2,GC Viljoen,11.0
Arun Jaitley Stadium,2,GD McGrath,8.7
Arun Jaitley Stadium,2,GJ Maxwell,11.0
Arun Jaitley Stadium,2,HH Pandya,8.0
Arun Jaitley Stadium,2,HV Patel,9.348837209302326
Arun Jaitley Stadium,2,Harbhajan Singh,5.0
Arun Jaitley Stadium,2,Harmeet Singh,6.0
Arun Jaitley Stadium,2,Harpreet Brar,17.0
Arun Jaitley Stadium,2,I Sharma,10.5
Arun Jaitley Stadium,2,IK Pathan,8.146788990825689
Arun Jaitley Stadium,2,IS Sodhi,8.5
Arun Jaitley Stadium,2,Imran Tahir,6.9230769230769225
Arun Jaitley Stadium,2,Iqbal Abdulla,6.0
Arun Jaitley Stadium,2,J Botha,5.0
Arun Jaitley Stadium,2,J Yadav,7.0
Arun Jaitley Stadium,2,JA Morkel,9.631578947368421
Arun Jaitley Stadium,2,JD Unadkat,7.1764705882352935
Arun Jaitley Stadium,2,JJ Bumrah,8.399999999999999
Arun Jaitley Stadium,2,JP Duminy,10.5
Arun Jaitley Stadium,2,JP Faulkner,5.0
Arun Jaitley Stadium,2,K Gowtham,6.0
Arun Jaitley Stadium,2,K Rabada,9.8
Arun Jaitley Stadium,2,KA Pollard,7.0
Arun Jaitley Stadium,2,L Balaji,9.5
Arun Jaitley Stadium,2,LE Plunkett,8.076923076923077
Arun Jaitley Stadium,2,LH Ferguson,10.0
Arun Jaitley Stadium,2,LR Shukla,12.666666666666668
Arun Jaitley Stadium,2,M Kartik,13.0
Arun Jaitley Stadium,2,M Morkel,6.5769230769230775
Arun Jaitley Stadium,2,M Prasidh Krishna,4.615384615384616
Arun Jaitley Stadium,2,MC Henriques,12.5
Arun Jaitley Stadium,2,MF Maharoof,6.666666666666667
Arun Jaitley Stadium,2,MG Johnson,5.5
Arun Jaitley Stadium,2,MJ McClenaghan,9.0
Arun Jaitley Stadium,2,MM Patel,9.8
Arun Jaitley Stadium,2,MM Sharma,5.590909090909091
Arun Jaitley Stadium,2,MR Marsh,9.0
Arun Jaitley Stadium,2,Mohammad Asif,12.75
Arun Jaitley Stadium,2,Mohammed Shami,8.63076923076923
Arun Jaitley Stadium,2,Mohammed Siraj,9.5
Arun Jaitley Stadium,2,Mustafizur Rahman,3.0
Arun Jaitley Stadium,2,NLTC Perera,3.0
Arun Jaitley Stadium,2,NM Coulter-Nile,7.21875
Arun Jaitley Stadium,2,O Thomas,13.0
Arun Jaitley Stadium,2,P Awana,2.5
Arun Jaitley Stadium,2,P Kumar,6.279069767441861
Arun Jaitley Stadium,2,P Negi,19.0
Arun Jaitley Stadium,2,PJ Cummins,11.666666666666666
Arun Jaitley Stadium,2,PJ Sangwan,9.733333333333334
Arun Jaitley Stadium,2,PP Chawla,11.0
Arun Jaitley Stadium,2,R Ashwin,5.333333333333333
Arun Jaitley Stadium,2,R Bhatia,12.5
Arun Jaitley Stadium,2,R Rampaul,8.0
Arun Jaitley Stadium,2,R Shukla,13.0
Arun Jaitley Stadium,2,R Vinay Kumar,10.333333333333334
Arun Jaitley Stadium,2,RD Chahar,10.0
Arun Jaitley Stadium,2,RE van der Merwe,6.0
Arun Jaitley Stadium,2,S Badree,8.526315789473685
Arun Jaitley Stadium,2,S Gopal,1.0
Arun Jaitley Stadium,2,S Kaul,6.9375
Arun Jaitley Stadium,2,S Lamichhane,8.571428571428571
Arun Jaitley Stadium,2,S Nadeem,8.363636363636363
Arun Jaitley Stadium,2,S Sreesanth,4.0
Arun Jaitley Stadium,2,SK Raina,3.0
Arun Jaitley Stadium,2,SK Trivedi,6.0
Arun Jaitley Stadium,2,SL Malinga,6.837209302325581
Arun Jaitley Stadium,2,SM Curran,11.0
Arun Jaitley Stadium,2,SM Pollock,12.5
Arun Jaitley Stadium,2,SN Thakur,16.285714285714285
Arun Jaitley Stadium,2,SR Watson,7.894736842105264
Arun Jaitley Stadium,2,Sandeep Sharma,3.4
Arun Jaitley Stadium,2,TA Boult,7.77049180327869
Arun Jaitley Stadium,2,TM Dilshan,9.428571428571429
Arun Jaitley Stadium,2,UT Yadav,10.736842105263158
Arun Jaitley Stadium,2,V Pratap Singh,5.333333333333333
Arun Jaitley Stadium,2,V Sehwag,18.857142857142858
Arun Jaitley Stadium,2,VR Aaron,9.0
Arun Jaitley Stadium,2,VY Mahesh,10.421052631578949
Arun Jaitley Stadium,2,WD Parnell,7.153846153846153
Arun Jaitley Stadium,2,WPUJC Vaas,5.333333333333333
Arun Jaitley Stadium,2,YS Chahal,9.5
Arun Jaitley Stadium,2,Z Khan,6.990291262135922
Barabati Stadium,1,A Mishra,4.105263157894737
Barabati Stadium,1,A Nehra,7.0
Barabati Stadium,1,B Kumar,5.0
Barabati Stadium,1,B Lee,5.5
Barabati Stadium,1,BW Hilfenhaus,6.0
Barabati Stadium,1,DP Nannes,14.0
Barabati Stadium,1,IC Pandey,12.0
Barabati Stadium,1,IK Pathan,4.0
Barabati Stadium,1,JH Kallis,14.57142857142857
Barabati Stadium,1,L Balaji,4.0
Barabati Stadium,1,M Morkel,4.235294117647059
Barabati Stadium,1,MM Sharma,3.0
Barabati Stadium,1,MN Samuels,7.0
Barabati Stadium,1,PP Chawla,3.0
Barabati Stadium,1,S Ladda,10.0
Barabati Stadium,1,S Sreesanth,12.461538461538463
Barabati Stadium,1,SJ Srivastava,11.0
Barabati Stadium,1,SP Narine,4.0
Barabati Stadium,1,Shakib Al Hasan,5.5
Barabati Stadium,1,UT Yadav,9.789473684210526
Barabati Stadium,1,WD Parnell,3.5
Barabati Stadium,1,Y Nagar,10.0
Barabati Stadium,1,YK Pathan,9.5
Barabati Stadium,2,A Symonds,5.0
Barabati Stadium,2,AR Patel,7.0
Barabati Stadium,2,Ankit Sharma,3.5
Barabati Stadium,2,DW Steyn,8.516129032258064
Barabati Stadium,2,Harbhajan Singh,8.0
Barabati Stadium,2,JJ Bumrah,8.0
Barabati Stadium,2,JP Duminy,8.0
Barabati Stadium,2,M Kartik,13.0
Barabati Stadium,2,MG Johnson,9.5
Barabati Stadium,2,PP Ojha,6.0
Barabati Stadium,2,RG Sharma,7.0
Barabati Stadium,2,RP Singh,8.842105263157894
Barabati Stadium,2,SL Malinga,5.142857142857142
Barabati Stadium,2,Sandeep Sharma,6.789473684210526
Barabati Stadium,2,V Pratap Singh,7.4399999999999995
Barabati Stadium,2,WPUJC Vaas,5.333333333333333
Brabourne Stadium,1,A Mishra,5.0
Brabourne Stadium,1,A Nehra,6.0
Brabourne Stadium,1,A Symonds,7.384615384615385
Brabourne Stadium,1,A Uniyal,10.153846153846153
Brabourne Stadium,1,AB McDonald,4.0
Brabourne Stadium,1,AD Mascarenhas,13.0
Brabourne Stadium,1,Azhar Mahmood,9.0
Brabourne Stadium,1,CH Morris,7.846153846153847
Brabourne Stadium,1,DJ Bravo,5.25
Brabourne Stadium,1,DJ Hooda,13.0
Brabourne Stadium,1,DS Kulkarni,10.0
Brabourne Stadium,1,DW Steyn,8.0
Brabourne Stadium,1,GS Sandhu,7.0
Brabourne Stadium,1,Harbhajan Singh,6.0
Brabourne Stadium,1,IC Pandey,9.0
Brabourne Stadium,1,JH Kallis,5.0
Brabourne Stadium,1,JP Faulkner,7.0
Brabourne Stadium,1,Jaskaran Singh,8.0
Brabourne Stadium,1,Kamran Khan,10.0
Brabourne Stadium,1,M Morkel,13.0
Brabourne Stadium,1,MM Sharma,12.5
Brabourne Stadium,1,NM Coulter-Nile,7.0
Brabourne Stadium,1,P Kumar,5.538461538461538
Brabourne Stadium,1,PJ Sangwan,7.875
Brabourne Stadium,1,R McLaren,9.473684210526315
Brabourne Stadium,1,R Vinay Kumar,8.0
Brabourne Stadium,1,RG Sharma,9.0
Brabourne Stadium,1,RJ Harris,8.5
Brabourne Stadium,1,SL Malinga,7.333333333333334
Brabourne Stadium,1,SR Watson,9.0
Brabourne Stadium,1,SW Tait,8.470588235294118
Brabourne Stadium,1,Shakib Al Hasan,14.0
Brabourne Stadium,1,UT Yadav,8.5
Brabourne Stadium,1,Z Khan,6.0
Brabourne Stadium,2,AG Murtaza,1.0
Brabourne Stadium,2,B Kumar,8.5
Brabourne Stadium,2,B Lee,10.0
Brabourne Stadium,2,BB Sran,9.692307692307693
Brabourne Stadium,2,CH Gayle,5.571428571428571
Brabourne Stadium,2,CH Morris,6.857142857142857
Brabourne Stadium,2,CJ Anderson,14.0
Brabourne Stadium,2,CRD Fernando,9.5
Brabourne Stadium,2,DJ Bravo,9.473684210526315
Brabourne Stadium,2,DS Kulkarni,9.120000000000001
Brabourne Stadium,2,Harbhajan Singh,9.0
Brabourne Stadium,2,I Sharma,8.64
Brabourne Stadium,2,IK Pathan,8.0
Brabourne Stadium,2,JJ Bumrah,17.0
Brabourne Stadium,2,KA Pollard,15.0
Brabourne Stadium,2,P Kumar,4.800000000000001
Brabourne Stadium,2,PP Chawla,6.857142857142857
Brabourne Stadium,2,R McLaren,9.5
Brabourne Stadium,2,SE Bond,9.0
Brabourne Stadium,2,SJ Srivastava,5.076923076923077
Brabourne Stadium,2,SL Malinga,6.4
Brabourne Stadium,2,SR Watson,6.0
Brabourne Stadium,2,STR Binny,14.57142857142857
Brabourne Stadium,2,TG Southee,3.5
Brabourne Stadium,2,VS Malik,8.0
Brabourne Stadium,2,Z Khan,8.571428571428571
"Brabourne Stadium, Mumbai",1,DJ Bravo,13.0
"Brabourne Stadium, Mumbai",1,Harbhajan Singh,4.285714285714286
"Brabourne Stadium, Mumbai",1,R McLaren,4.800000000000001
"Brabourne Stadium, Mumbai",1,Z Khan,14.57142857142857
"Brabourne Stadium, Mumbai",2,JA Morkel,5.571428571428571
"Brabourne Stadium, Mumbai",2,Joginder Sharma,12.0
"Brabourne Stadium, Mumbai",2,L Balaji,10.736842105263158
Buffalo Park,1,A Nehra,6.8
Buffalo Park,1,AB Dinda,5.538461538461538
Buffalo Park,1,DP Nannes,1.3846153846153846
Buffalo Park,1,DR Smith,9.428571428571429
Buffalo Park,1,I Sharma,5.142857142857142
Buffalo Park,1,LR Shukla,7.0
Buffalo Park,1,M Kartik,9.0
Buffalo Park,1,PJ Sangwan,4.615384615384616
Buffalo Park,1,RG Sharma,8.0
Buffalo Park,1,RJ Harris,8.0
Buffalo Park,1,RP Singh,8.307692307692307
Buffalo Park,2,DS Kulkarni,3.0
Buffalo Park,2,GR Napier,3.0
Buffalo Park,2,Harbhajan Singh,3.5
Buffalo Park,2,JA Morkel,7.894736842105264
Buffalo Park,2,L Balaji,18.0
Buffalo Park,2,S Tyagi,4.153846153846153
Buffalo Park,2,SL Malinga,7.333333333333334
Buffalo Park,2,Z Khan,4.615384615384616
De Beers Diamond Oval,1,B Lee,6.857142857142857
De Beers Diamond Oval,1,IK Pathan,11.0
De Beers Diamond Oval,1,JA Morkel,5.0
De Beers Diamond Oval,1,JDP Oram,9.0
De Beers Diamond Oval,1,L Balaji,3.0
De Beers Diamond Oval,1,M Morkel,6.315789473684211
De Beers Diamond Oval,1,MM Patel,3.0
De Beers Diamond Oval,1,S Sreesanth,7.0
De Beers Diamond Oval,1,S Tyagi,6.0
De Beers Diamond Oval,1,SK Trivedi,10.0
De Beers Diamond Oval,1,YK Pathan,9.0
De Beers Diamond Oval,2,A Singh,6.5
De Beers Diamond Oval,2,A Symonds,5.0
De Beers Diamond Oval,2,RG Sharma,2.0
De Beers Diamond Oval,2,RJ Harris,8.769230769230768
De Beers Diamond Oval,2,RP Singh,7.2631578947368425
De Beers Diamond Oval,2,SK Trivedi,7.714285714285715
De Beers Diamond Oval,2,SM Harwood,1.7142857142857142
De Beers Diamond Oval,2,Shoaib Ahmed,9.0
De Beers Diamond Oval,2,WPUJC Vaas,4.421052631578947
De Beers Diamond Oval,2,Y Venugopal Rao,3.0
De Beers Diamond Oval,2,YK Pathan,6.5
Dr DY Patil Sports Academy,1,A Kumble,4.0
Dr DY Patil Sports Academy,1,A Nehra,6.0
Dr DY Patil Sports Academy,1,A Symonds,4.615384615384616
Dr DY Patil Sports Academy,1,AB Dinda,6.0
Dr DY Patil Sports Academy,1,AC Thomas,6.666666666666667
Dr DY Patil Sports Academy,1,B Lee,8.0
Dr DY Patil Sports Academy,1,CRD Fernando,9.428571428571429
Dr DY Patil Sports Academy,1,DE Bollinger,3.0
Dr DY Patil Sports Academy,1,DNT Zoysa,5.538461538461538
Dr DY Patil Sports Academy,1,DS Kulkarni,17.0
Dr DY Patil Sports Academy,1,DT Christian,4.0
Dr DY Patil Sports Academy,1,DW Steyn,5.699999999999999
Dr DY Patil Sports Academy,1,GD McGrath,5.666666666666666
Dr DY Patil Sports Academy,1,Harbhajan Singh,5.5
Dr DY Patil Sports Academy,1,I Sharma,5.5
Dr DY Patil Sports Academy,1,IK Pathan,7.384615384615385
Dr DY Patil Sports Academy,1,Iqbal Abdulla,2.307692307692308
Dr DY Patil Sports Academy,1,JE Taylor,11.0
Dr DY Patil Sports Academy,1,JH Kallis,7.0
Dr DY Patil Sports Academy,1,JP Duminy,14.0
Dr DY Patil Sports Academy,1,Jaskaran Singh,7.5
Dr DY Patil Sports Academy,1,KAJ Roach,4.615384615384616
Dr DY Patil Sports Academy,1,KMDN Kulasekara,8.210526315789474
Dr DY Patil Sports Academy,1,M Kartik,10.0
Dr DY Patil Sports Academy,1,MM Patel,7.0
Dr DY Patil Sports Academy,1,Mohammad Asif,8.307692307692307
Dr DY Patil Sports Academy,1,P Kumar,6.648648648648649
Dr DY Patil Sports Academy,1,PP Ojha,12.0
Dr DY Patil Sports Academy,1,R Vinay Kumar,6.857142857142857
Dr DY Patil Sports Academy,1,RJ Harris,3.6923076923076925
Dr DY Patil Sports Academy,1,RP Singh,6.782608695652174
Dr DY Patil Sports Academy,1,SB Bangar,3.0
Dr DY Patil Sports Academy,1,SB Wagh,6.409090909090908
Dr DY Patil Sports Academy,1,SL Malinga,5.5
Dr DY Patil Sports Academy,1,SM Pollock,6.333333333333334
Dr DY Patil Sports Academy,1,SR Watson,9.5
Dr DY Patil Sports Academy,1,Shahid Afridi,4.285714285714286
Dr DY Patil Sports Academy,1,Sohail Tanvir,5.142857142857142
Dr DY Patil Sports Academy,1,TG Southee,5.0
Dr DY Patil Sports Academy,1,UT Yadav,18.0
Dr DY Patil Sports Academy,1,VY Mahesh,15.0
Dr DY Patil Sports Academy,1,WD Parnell,4.666666666666667
Dr DY Patil Sports Academy,1,WPUJC Vaas,4.5
Dr DY Patil Sports Academy,1,Y Venugopal Rao,14.0
Dr DY Patil Sports Academy,1,YK Pathan,2.0
Dr DY Patil Sports Academy,1,Z Khan,7.0
Dr DY Patil Sports Academy,2,A Nehra,9.25
Dr DY Patil Sports Academy,2,A Symonds,7.0
Dr DY Patil Sports Academy,2,AC Thomas,8.368421052631579
Dr DY Patil Sports Academy,2,B Kumar,3.666666666666667
Dr DY Patil Sports Academy,2,CK Langeveldt,8.571428571428571
Dr DY Patil Sports Academy,2,CRD Fernando,6.5
Dr DY Patil Sports Academy,2,DE Bollinger,3.4
Dr DY Patil Sports Academy,2,DJ Bravo,8.0
Dr DY Patil Sports Academy,2,DS Kulkarni,7.0
Dr DY Patil Sports Academy,2,Harbhajan Singh,5.333333333333333
Dr DY Patil Sports Academy,2,I Sharma,9.230769230769232
Dr DY Patil Sports Academy,2,JA Morkel,10.285714285714285
Dr DY Patil Sports Academy,2,JE Taylor,4.285714285714286
Dr DY Patil Sports Academy,2,LR Shukla,16.0
Dr DY Patil Sports Academy,2,M Kartik,3.0
Dr DY Patil Sports Academy,2,M Muralitharan,7.0
Dr DY Patil Sports Academy,2,M Ntini,5.333333333333333
Dr DY Patil Sports Academy,2,MM Patel,7.161290322580646
Dr DY Patil Sports Academy,2,MR Marsh,12.0
Dr DY Patil Sports Academy,2,MS Gony,8.333333333333332
Dr DY Patil Sports Academy,2,NJ Rimmington,7.0
Dr DY Patil Sports Academy,2,P Kumar,6.0
Dr DY Patil Sports Academy,2,PP Chawla,12.0
Dr DY Patil Sports Academy,2,PP Ojha,5.0
Dr DY Patil Sports Academy,2,R Ashwin,4.378378378378378
Dr DY Patil Sports Academy,2,R McLaren,7.578947368421052
Dr DY Patil Sports Academy,2,R Sharma,5.5
Dr DY Patil Sports Academy,2,R Vinay Kumar,5.076923076923077
Dr DY Patil Sports Academy,2,RJ Harris,4.421052631578947
Dr DY Patil Sports Academy,2,RP Singh,8.0
Dr DY Patil Sports Academy,2,S Sreesanth,6.666666666666667
Dr DY Patil Sports Academy,2,SB Wagh,9.0
Dr DY Patil Sports Academy,2,SD Chitnis,11.142857142857142
Dr DY Patil Sports Academy,2,SK Trivedi,8.0
Dr DY Patil Sports Academy,2,SL Malinga,4.666666666666667
Dr DY Patil Sports Academy,2,SM Pollock,5.25
Dr DY Patil Sports Academy,2,ST Jayasuriya,10.0
Dr DY Patil Sports Academy,2,Sohail Tanvir,1.7142857142857142
Dr DY Patil Sports Academy,2,WD Parnell,9.804878048780488
Dr DY Patil Sports Academy,2,Z Khan,8.75
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,AB Dinda,4.040816326530612
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,AR Patel,5.5
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Ankit Sharma,2.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,B Kumar,3.230769230769231
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,CH Morris,9.666666666666668
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,DJ Hooda,5.142857142857142
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,DL Chahar,6.6521739130434785
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,DS Kulkarni,3.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,DT Christian,6.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,DW Steyn,6.24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Harbhajan Singh,5.4
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,I Sharma,8.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,IK Pathan,8.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,J Botha,6.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,JJ Bumrah,6.0
